,dataset,group,feat_selection,metric,value,time,model_path,fold_key,model_type,n_obs,model
9,pancreatic_endocrinogenesis,val,random,pr_auc_multi,0.1664092161076867,25.986589,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
10,pancreatic_endocrinogenesis,test,random,roc_auc,0.563477104771919,25.986589,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
11,pancreatic_endocrinogenesis,test,random,pr_auc,0.0358395144876667,25.986589,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
12,pancreatic_endocrinogenesis,test,random,r2,0.1055867075920105,25.986589,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
13,pancreatic_endocrinogenesis,test,random,roc_auc_multi,0.5,25.986589,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
14,pancreatic_endocrinogenesis,test,random,pr_auc_multi,0.2,25.986589,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_1.pt,fold_4,pwms,300,mubind_graph
0,pancreatic_endocrinogenesis,train,random,roc_auc,0.519306890400736,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
1,pancreatic_endocrinogenesis,train,random,pr_auc,0.0712118364308509,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
2,pancreatic_endocrinogenesis,train,random,r2,0.2866458296775818,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
3,pancreatic_endocrinogenesis,train,random,roc_auc_multi,0.5005984934385541,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
4,pancreatic_endocrinogenesis,train,random,pr_auc_multi,0.1110378969427922,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
5,pancreatic_endocrinogenesis,val,random,roc_auc,0.5740314256280636,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
6,pancreatic_endocrinogenesis,val,random,pr_auc,0.0888257056896457,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
7,pancreatic_endocrinogenesis,val,random,r2,0.2354152798652649,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
8,pancreatic_endocrinogenesis,val,random,roc_auc_multi,0.5075738779089133,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
9,pancreatic_endocrinogenesis,val,random,pr_auc_multi,0.1666102334481313,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
10,pancreatic_endocrinogenesis,test,random,roc_auc,0.6359050652166207,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
11,pancreatic_endocrinogenesis,test,random,pr_auc,0.0356126438652762,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
12,pancreatic_endocrinogenesis,test,random,r2,0.1144019365310669,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
13,pancreatic_endocrinogenesis,test,random,roc_auc_multi,0.5024341950799213,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
14,pancreatic_endocrinogenesis,test,random,pr_auc_multi,0.1999927642751055,14.365994,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_4/model_0.pt,fold_4,pwms,300,mubind
0,pancreatic_endocrinogenesis,train,random,roc_auc,0.5389087310078295,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
1,pancreatic_endocrinogenesis,train,random,pr_auc,0.0674614360738236,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
2,pancreatic_endocrinogenesis,train,random,r2,0.2565828561782837,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
3,pancreatic_endocrinogenesis,train,random,roc_auc_multi,0.5040905404464405,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
4,pancreatic_endocrinogenesis,train,random,pr_auc_multi,0.1110851852499623,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
5,pancreatic_endocrinogenesis,val,random,roc_auc,0.4645746970663265,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
6,pancreatic_endocrinogenesis,val,random,pr_auc,0.0544422998934143,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
7,pancreatic_endocrinogenesis,val,random,r2,0.2835127115249634,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
8,pancreatic_endocrinogenesis,val,random,roc_auc_multi,0.4973737433298055,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
9,pancreatic_endocrinogenesis,val,random,pr_auc_multi,0.1427299531290308,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
10,pancreatic_endocrinogenesis,test,random,roc_auc,0.5045861601380532,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
11,pancreatic_endocrinogenesis,test,random,pr_auc,0.0414567159853427,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
12,pancreatic_endocrinogenesis,test,random,r2,0.0307514667510986,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
13,pancreatic_endocrinogenesis,test,random,roc_auc_multi,0.5,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
14,pancreatic_endocrinogenesis,test,random,pr_auc_multi,0.2,28.092302,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_1.pt,fold_3,pwms,300,mubind_graph
0,pancreatic_endocrinogenesis,train,random,roc_auc,0.565491383251435,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
1,pancreatic_endocrinogenesis,train,random,pr_auc,0.068226369393066,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
2,pancreatic_endocrinogenesis,train,random,r2,0.2836157083511352,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
3,pancreatic_endocrinogenesis,train,random,roc_auc_multi,0.5016509581093095,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
4,pancreatic_endocrinogenesis,train,random,pr_auc_multi,0.1111114383130269,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
5,pancreatic_endocrinogenesis,val,random,roc_auc,0.4400202749735564,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
6,pancreatic_endocrinogenesis,val,random,pr_auc,0.0549087765017708,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
7,pancreatic_endocrinogenesis,val,random,r2,0.2941973805427551,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
8,pancreatic_endocrinogenesis,val,random,roc_auc_multi,0.4980813597487369,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
9,pancreatic_endocrinogenesis,val,random,pr_auc_multi,0.1436913646183969,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
10,pancreatic_endocrinogenesis,test,random,roc_auc,0.5713630509720935,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
11,pancreatic_endocrinogenesis,test,random,pr_auc,0.0395082310432057,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
12,pancreatic_endocrinogenesis,test,random,r2,0.0340752005577087,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
13,pancreatic_endocrinogenesis,test,random,roc_auc_multi,0.5004808356751278,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
14,pancreatic_endocrinogenesis,test,random,pr_auc_multi,0.2005096728223739,16.554253,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs300/pwms/fold_3/model_0.pt,fold_3,pwms,300,mubind
0,pancreatic_endocrinogenesis,train,random,roc_auc,0.5190649401286772,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
1,pancreatic_endocrinogenesis,train,random,pr_auc,0.0629683894223056,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
2,pancreatic_endocrinogenesis,train,random,r2,0.2865597009658813,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
3,pancreatic_endocrinogenesis,train,random,roc_auc_multi,0.4980622141560335,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
4,pancreatic_endocrinogenesis,train,random,pr_auc_multi,0.0998216794703171,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
5,pancreatic_endocrinogenesis,val,random,roc_auc,0.4188556304713721,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
6,pancreatic_endocrinogenesis,val,random,pr_auc,0.0391073412866135,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
7,pancreatic_endocrinogenesis,val,random,r2,0.349104642868042,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
8,pancreatic_endocrinogenesis,val,random,roc_auc_multi,0.5065648238005415,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
9,pancreatic_endocrinogenesis,val,random,pr_auc_multi,0.1456595106118741,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
10,pancreatic_endocrinogenesis,test,random,roc_auc,0.5563007858928811,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
11,pancreatic_endocrinogenesis,test,random,pr_auc,0.0845690458789012,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
12,pancreatic_endocrinogenesis,test,random,r2,0.3095796704292297,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
13,pancreatic_endocrinogenesis,test,random,roc_auc_multi,0.5379852025368471,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
14,pancreatic_endocrinogenesis,test,random,pr_auc_multi,0.1660515909387954,21.004495,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_1.pt,fold_0,pwms,200,mubind_graph
0,pancreatic_endocrinogenesis,train,random,roc_auc,0.5390219711055003,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
1,pancreatic_endocrinogenesis,train,random,pr_auc,0.0724040338343721,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
2,pancreatic_endocrinogenesis,train,random,r2,0.3706130385398865,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
3,pancreatic_endocrinogenesis,train,random,roc_auc_multi,0.4995429202034066,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
4,pancreatic_endocrinogenesis,train,random,pr_auc_multi,0.0999307042529307,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
5,pancreatic_endocrinogenesis,val,random,roc_auc,0.8283732035972872,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
6,pancreatic_endocrinogenesis,val,random,pr_auc,0.0448492709520803,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
7,pancreatic_endocrinogenesis,val,random,r2,0.4092443585395813,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
8,pancreatic_endocrinogenesis,val,random,roc_auc_multi,0.4962936534466262,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
9,pancreatic_endocrinogenesis,val,random,pr_auc_multi,0.1425862761961548,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
10,pancreatic_endocrinogenesis,test,random,roc_auc,0.5061369555587267,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
11,pancreatic_endocrinogenesis,test,random,pr_auc,0.0821572978739629,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
12,pancreatic_endocrinogenesis,test,random,r2,0.3701341152191162,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
13,pancreatic_endocrinogenesis,test,random,roc_auc_multi,0.4956545093912421,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
14,pancreatic_endocrinogenesis,test,random,pr_auc_multi,0.1661847564119606,13.233061,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_0/model_0.pt,fold_0,pwms,200,mubind
0,pancreatic_endocrinogenesis,train,random,roc_auc,0.5362477068456835,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
1,pancreatic_endocrinogenesis,train,random,pr_auc,0.0631859964536859,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
2,pancreatic_endocrinogenesis,train,random,r2,0.2952619194984436,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
3,pancreatic_endocrinogenesis,train,random,roc_auc_multi,0.4979961282517738,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
4,pancreatic_endocrinogenesis,train,random,pr_auc_multi,0.1000247908030155,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
5,pancreatic_endocrinogenesis,val,random,roc_auc,0.4227809523809523,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
6,pancreatic_endocrinogenesis,val,random,pr_auc,0.0993913120687597,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
7,pancreatic_endocrinogenesis,val,random,r2,0.3109486103057861,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
8,pancreatic_endocrinogenesis,val,random,roc_auc_multi,0.4892307896663145,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
9,pancreatic_endocrinogenesis,val,random,pr_auc_multi,0.1267824420683834,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
10,pancreatic_endocrinogenesis,test,random,roc_auc,0.5077107386898124,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
11,pancreatic_endocrinogenesis,test,random,pr_auc,0.0724946720015738,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
12,pancreatic_endocrinogenesis,test,random,r2,0.2368143200874328,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
13,pancreatic_endocrinogenesis,test,random,roc_auc_multi,0.5022768135808492,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
14,pancreatic_endocrinogenesis,test,random,pr_auc_multi,0.1426436382013793,21.290493,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_1.pt,fold_1,pwms,200,mubind_graph
0,pancreatic_endocrinogenesis,train,random,roc_auc,0.571113035066965,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
1,pancreatic_endocrinogenesis,train,random,pr_auc,0.0828392126620999,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
2,pancreatic_endocrinogenesis,train,random,r2,0.3705334067344665,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
3,pancreatic_endocrinogenesis,train,random,roc_auc_multi,0.5024807033482579,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
4,pancreatic_endocrinogenesis,train,random,pr_auc_multi,0.1001189821601635,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
5,pancreatic_endocrinogenesis,val,random,roc_auc,0.5958153846153845,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
6,pancreatic_endocrinogenesis,val,random,pr_auc,0.2129860827695772,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
7,pancreatic_endocrinogenesis,val,random,r2,0.4006568193435669,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
8,pancreatic_endocrinogenesis,val,random,roc_auc_multi,0.5159959174563075,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
9,pancreatic_endocrinogenesis,val,random,pr_auc_multi,0.125358166944671,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
10,pancreatic_endocrinogenesis,test,random,roc_auc,0.6379749783653025,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
11,pancreatic_endocrinogenesis,test,random,pr_auc,0.0733298565111464,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
12,pancreatic_endocrinogenesis,test,random,r2,0.3019353151321411,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
13,pancreatic_endocrinogenesis,test,random,roc_auc_multi,0.4971573418571037,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
14,pancreatic_endocrinogenesis,test,random,pr_auc_multi,0.1427712652591451,13.143328,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_1/model_0.pt,fold_1,pwms,200,mubind
0,pancreatic_endocrinogenesis,train,random,roc_auc,0.5250620383172873,20.907236,/home/ilibarra/workspace/theislab/mubind/data/pancreatic_endocrinogenesis/random/mubind_output/obs200/pwms/fold_2/model_1.pt,fold_2,pwms,200,mubind_graph
