,dataset,feat_selection,loss_key,group,metric,value,model_path,fold_key,model,n_epochs
12,pbmc,episcanpy,bce,test,pr_auc,0.5576493322870912,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
13,pbmc,episcanpy,bce,test,pr_auc_multi,0.524918994710229,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
14,pbmc,episcanpy,bce,test,r2,-0.049903712598725614,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_1/best_model.h5,fold_1,scBasset,10
0,pbmc,episcanpy,bce,train,roc_auc,0.5924151550773663,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
1,pbmc,episcanpy,bce,train,roc_auc_multi,0.5703046312564257,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
2,pbmc,episcanpy,bce,train,pr_auc,0.5735553017392789,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
3,pbmc,episcanpy,bce,train,pr_auc_multi,0.5409957318662761,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
4,pbmc,episcanpy,bce,train,r2,-0.05801180251772897,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
5,pbmc,episcanpy,bce,val,roc_auc,0.5804229486822818,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
6,pbmc,episcanpy,bce,val,roc_auc_multi,0.5517336356174887,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
7,pbmc,episcanpy,bce,val,pr_auc,0.5626035142171046,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
8,pbmc,episcanpy,bce,val,pr_auc_multi,0.5281078472255394,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
9,pbmc,episcanpy,bce,val,r2,-0.0564362096963138,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
10,pbmc,episcanpy,bce,test,roc_auc,0.5882485839436244,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
11,pbmc,episcanpy,bce,test,roc_auc_multi,0.5538484140662423,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
12,pbmc,episcanpy,bce,test,pr_auc,0.5715885263924754,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
13,pbmc,episcanpy,bce,test,pr_auc_multi,0.5288296560599872,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
14,pbmc,episcanpy,bce,test,r2,-0.06145389658461853,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_2/best_model.h5,fold_2,scBasset,10
0,pbmc,episcanpy,bce,train,roc_auc,0.607012270473754,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
1,pbmc,episcanpy,bce,train,roc_auc_multi,0.578730063937669,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
2,pbmc,episcanpy,bce,train,pr_auc,0.5809775747510796,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
3,pbmc,episcanpy,bce,train,pr_auc_multi,0.5457005030876524,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
4,pbmc,episcanpy,bce,train,r2,-0.05513620402510422,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
5,pbmc,episcanpy,bce,val,roc_auc,0.6254408328904243,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
6,pbmc,episcanpy,bce,val,roc_auc_multi,0.5946302816901409,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
7,pbmc,episcanpy,bce,val,pr_auc,0.5985099498540827,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
8,pbmc,episcanpy,bce,val,pr_auc_multi,0.5568821835792134,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
9,pbmc,episcanpy,bce,val,r2,-0.05050979777016873,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
10,pbmc,episcanpy,bce,test,roc_auc,0.5752555555555555,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
11,pbmc,episcanpy,bce,test,roc_auc_multi,0.5716666666666667,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
12,pbmc,episcanpy,bce,test,pr_auc,0.5558533984658436,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
13,pbmc,episcanpy,bce,test,pr_auc_multi,0.5406234887737478,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
14,pbmc,episcanpy,bce,test,r2,-0.06425053471227637,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_4/best_model.h5,fold_4,scBasset,10
0,pbmc,episcanpy,bce,train,roc_auc,0.5973248962661463,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
1,pbmc,episcanpy,bce,train,roc_auc_multi,0.5748937298106881,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
2,pbmc,episcanpy,bce,train,pr_auc,0.5780810129456189,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
3,pbmc,episcanpy,bce,train,pr_auc_multi,0.5432170461325023,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
4,pbmc,episcanpy,bce,train,r2,-0.045426946617130426,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
5,pbmc,episcanpy,bce,val,roc_auc,0.589267251580971,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
6,pbmc,episcanpy,bce,val,roc_auc_multi,0.5747502764709709,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
7,pbmc,episcanpy,bce,val,pr_auc,0.5694890044068379,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
8,pbmc,episcanpy,bce,val,pr_auc_multi,0.5419893066597169,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
9,pbmc,episcanpy,bce,val,r2,-0.06395995197125348,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
10,pbmc,episcanpy,bce,test,roc_auc,0.5499851851851851,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
11,pbmc,episcanpy,bce,test,roc_auc_multi,0.5427777777777778,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
12,pbmc,episcanpy,bce,test,pr_auc,0.5471682036123813,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
13,pbmc,episcanpy,bce,test,pr_auc_multi,0.5230541512189641,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
14,pbmc,episcanpy,bce,test,r2,-0.061568196426022626,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs100_e10/bce/fold_3/best_model.h5,fold_3,scBasset,10
0,pbmc,episcanpy,poisson,train,roc_auc,0.5222670291730752,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
1,pbmc,episcanpy,poisson,train,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
2,pbmc,episcanpy,poisson,train,pr_auc,0.00039948662356407847,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
3,pbmc,episcanpy,poisson,train,pr_auc_multi,0.0003759286775631501,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
4,pbmc,episcanpy,poisson,train,r2,-0.0017878057446336637,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
5,pbmc,episcanpy,poisson,val,roc_auc,0.4661867616229671,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
6,pbmc,episcanpy,poisson,val,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
7,pbmc,episcanpy,poisson,val,pr_auc,0.0005068258565938048,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
8,pbmc,episcanpy,poisson,val,pr_auc_multi,0.0005135135135135136,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
9,pbmc,episcanpy,poisson,val,r2,-0.0025855198769624277,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
10,pbmc,episcanpy,poisson,test,roc_auc,0.45943965185786184,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
11,pbmc,episcanpy,poisson,test,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
12,pbmc,episcanpy,poisson,test,pr_auc,0.0005060525772864597,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
13,pbmc,episcanpy,poisson,test,pr_auc_multi,0.0004533333333333333,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
14,pbmc,episcanpy,poisson,test,r2,-0.002341019343478523,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_0/best_model.h5,fold_0,scBasset,10
0,pbmc,episcanpy,poisson,train,roc_auc,0.5099527221428518,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
1,pbmc,episcanpy,poisson,train,roc_auc_multi,0.49747302453693176,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
2,pbmc,episcanpy,poisson,train,pr_auc,0.00038602182698453555,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
3,pbmc,episcanpy,poisson,train,pr_auc_multi,0.0003848439821693908,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
4,pbmc,episcanpy,poisson,train,r2,-28.39184078257102,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
5,pbmc,episcanpy,poisson,val,roc_auc,0.34565995223288715,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
6,pbmc,episcanpy,poisson,val,roc_auc_multi,0.49760713802893064,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
7,pbmc,episcanpy,poisson,val,pr_auc,0.000305668260057025,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
8,pbmc,episcanpy,poisson,val,pr_auc_multi,0.0004054054054054054,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
9,pbmc,episcanpy,poisson,val,r2,-24.015510572875254,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
10,pbmc,episcanpy,poisson,test,roc_auc,0.46689431328086783,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
11,pbmc,episcanpy,poisson,test,roc_auc_multi,0.49747899159663866,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
12,pbmc,episcanpy,poisson,test,pr_auc,0.00037446880981263246,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
13,pbmc,episcanpy,poisson,test,pr_auc_multi,0.0004,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
14,pbmc,episcanpy,poisson,test,r2,-35.11774657354732,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_1/best_model.h5,fold_1,scBasset,10
0,pbmc,episcanpy,poisson,train,roc_auc,0.6547342271446215,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
1,pbmc,episcanpy,poisson,train,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
2,pbmc,episcanpy,poisson,train,pr_auc,0.002047963522286949,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
3,pbmc,episcanpy,poisson,train,pr_auc_multi,0.0003952451708766716,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
4,pbmc,episcanpy,poisson,train,r2,-0.00021762699397775975,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
5,pbmc,episcanpy,poisson,val,roc_auc,0.6074508637703101,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
6,pbmc,episcanpy,poisson,val,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
7,pbmc,episcanpy,poisson,val,pr_auc,0.0009375445464655705,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
8,pbmc,episcanpy,poisson,val,pr_auc_multi,0.0002972972972972973,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
9,pbmc,episcanpy,poisson,val,r2,-0.00016313345686547187,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
10,pbmc,episcanpy,poisson,test,roc_auc,0.37122768174704796,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
11,pbmc,episcanpy,poisson,test,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
12,pbmc,episcanpy,poisson,test,pr_auc,0.0005663212735873307,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
13,pbmc,episcanpy,poisson,test,pr_auc_multi,0.00032,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
14,pbmc,episcanpy,poisson,test,r2,-0.00024808265860976064,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_2/best_model.h5,fold_2,scBasset,10
0,pbmc,episcanpy,poisson,train,roc_auc,0.5266045127666151,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
1,pbmc,episcanpy,poisson,train,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
2,pbmc,episcanpy,poisson,train,pr_auc,0.0004361307376247439,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
3,pbmc,episcanpy,poisson,train,pr_auc_multi,0.00037890044576523033,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
4,pbmc,episcanpy,poisson,train,r2,-0.003430180908817304,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
5,pbmc,episcanpy,poisson,val,roc_auc,0.5573762611240303,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
6,pbmc,episcanpy,poisson,val,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
7,pbmc,episcanpy,poisson,val,pr_auc,0.000973504687064253,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
8,pbmc,episcanpy,poisson,val,pr_auc_multi,0.00048648648648648646,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
9,pbmc,episcanpy,poisson,val,r2,-0.0011438347524961312,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
10,pbmc,episcanpy,poisson,test,roc_auc,0.43223775477537085,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
11,pbmc,episcanpy,poisson,test,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
12,pbmc,episcanpy,poisson,test,pr_auc,0.0004289392204905215,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
13,pbmc,episcanpy,poisson,test,pr_auc_multi,0.00042666666666666667,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
14,pbmc,episcanpy,poisson,test,r2,-0.0032931512780463024,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_4/best_model.h5,fold_4,scBasset,10
0,pbmc,episcanpy,poisson,train,roc_auc,0.5158056320643232,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
1,pbmc,episcanpy,poisson,train,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
2,pbmc,episcanpy,poisson,train,pr_auc,0.0004010128961784823,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
3,pbmc,episcanpy,poisson,train,pr_auc_multi,0.0003937592867756315,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
4,pbmc,episcanpy,poisson,train,r2,-0.03013523809147589,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
5,pbmc,episcanpy,poisson,val,roc_auc,0.4915926801724515,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
6,pbmc,episcanpy,poisson,val,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
7,pbmc,episcanpy,poisson,val,pr_auc,0.0003719230022130407,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
8,pbmc,episcanpy,poisson,val,pr_auc_multi,0.00035135135135135135,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
9,pbmc,episcanpy,poisson,val,r2,-0.04701243862251925,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
10,pbmc,episcanpy,poisson,test,roc_auc,0.6361356907116997,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
11,pbmc,episcanpy,poisson,test,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
12,pbmc,episcanpy,poisson,test,pr_auc,0.00042492462285341405,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
13,pbmc,episcanpy,poisson,test,pr_auc_multi,0.0002933333333333333,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
14,pbmc,episcanpy,poisson,test,r2,-0.03670215513024844,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/poisson/fold_3/best_model.h5,fold_3,scBasset,10
0,pbmc,episcanpy,bce,train,roc_auc,0.48931395907185826,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/bce/fold_0/best_model.h5,fold_0,scBasset,10
1,pbmc,episcanpy,bce,train,roc_auc_multi,0.5,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/bce/fold_0/best_model.h5,fold_0,scBasset,10
2,pbmc,episcanpy,bce,train,pr_auc,0.0004156251558077552,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/bce/fold_0/best_model.h5,fold_0,scBasset,10
3,pbmc,episcanpy,bce,train,pr_auc_multi,0.0003759286775631501,/home/ilibarra/workspace/theislab/mubind/data/pbmc/episcanpy/scbasset_output/obs500_e10/bce/fold_0/best_model.h5,fold_0,scBasset,10
